patient_id,national_code,first_name,last_name,birth_date,gender,phone,address,blood_type,allergies,insurance_id,registration_date
176,5186387827,رضا,حسینی,1979-06-20,مرد,09220317310,"83096 مجتبوی میدان، استان علیرضا, سیستان و بلوچستان 66609",O+,,5,2024-02-17
177,9940539101,محمد,رحیمی,1958-07-11,مرد,09865094801,"387 اشتری تقاطع سوئیت 824، دهستان مبینا, زنجان 2513534655",,لاتکس,,2026-03-19
178,8113863389,پدرام,پارسا,1997-10-29,مرد,09576122868,"1709 محمدپارسا بن بست سوئیت 684، شمال نیایش, ایلام 5697",B+,,5,2025-12-01
179,7558556651,پویا,سعیدی,1993-01-31,مرد,09600490824,"217 هومن چهار راه واحد 007، جنوب پارسا, تهران 2712966667",B-,,3,2025-01-05
180,0488899214,پریسا,زارعی,2003-03-27,زن,09441969315,"83505 نازنین زهرا کوچه، جنوب عليرضا, کرمان 21689",,سولفانامید,,2025-08-24
181,9194096104,احمد,صالحی,1965-01-17,مرد,09060480589,"04478 سعیدی میدان، دهستان حلما, خراسان جنوبی 6033",B-,بی‌حسی موضعی,,2024-04-06
182,6799813643,محمد,علوی,1977-07-04,مرد,09641686227,"098 هانیه بزرگ راه، روستای اميرمحمد, زنجان 9090100167",O-,,5,2026-04-04
183,3898331466,سمیرا,شریفی,2009-06-11,زن,09559042597,"472 عليرضا کوچه، روستای محمدرضا, اصفهان 4992618914",O-,سولفانامید,2,2025-11-28
184,3521103927,سینا,محمدی,2019-02-11,مرد,09538338848,"3934 حلما کوه، شرق ریحانه, یزد 7530",B+,,1,2024-03-18
185,6980420437,کاوه,یوسفی,2013-12-11,مرد,09510463681,"97218 رضا دره، استان آيناز, هرمزگان 47012",,,5,2023-08-21
186,8123878001,زهرا,اکبری,1977-12-08,زن,09554384046,"5611 زهرا میدان سوئیت 557، غرب النا, قم 1667",,,1,2025-10-17
187,8432562165,آرش,هاشمی,1991-01-11,مرد,09957823298,"762 مهدیس خیابان سوئیت 169، باغات محمدحسين, مرکزی 9659",B-,,3,2024-12-08
188,8262925181,پدرام,طاهری,1997-03-01,مرد,09664742312,"7167 ثنا جنب، شمال آراد, خراسان شمالی 88916",AB+,,5,2024-05-28
189,3933051721,نرگس,باقری,1973-05-14,زن,09330604633,"6289 زهرا چهار راه واحد 721، شهر هليا, قم 08386",,آسپرین,5,2025-10-05
190,7573660960,حامد,حسینی,2015-11-13,مرد,09388608680,"77971 پویان آزاد راه، دهستان ياسين, آذربایجان غربی 660",O-,,3,2024-03-14
191,4726490826,یاسمن,میرزایی,2008-11-24,زن,09266570279,"948 محمدمهدي جاده، شهر محیا, خراسان شمالی 589975",,,4,2024-03-22
192,1452111758,الهام,مرادی,2000-01-29,زن,09922220644,"30554 لاچینی دره، شرق نیما, ایلام 149331",,,3,2025-09-21
193,2123094072,یاسمن,دهقان,2019-09-28,زن,09767199038,"3516 عرفان دره، دهستان متين, ایلام 080869",B-,لاتکس,1,2026-05-10
194,5020994510,سپیده,صالحی,1998-05-20,زن,09982795014,"922 امیر علی آزاد راه، روستای ابوالفضل, خوزستان 65472",O+,,4,2025-03-08
195,8147214588,غزاله,شکوهی,1993-10-02,زن,09179469548,"848 عبدالمالکی بن بست سوئیت 394، استان مهدیس, چهارمحال و بختیاری 8515879968",AB-,,5,2023-12-01
196,9787729343,سعید,نیکنام,2019-12-10,مرد,09660558303,"81062 مهدي خیابان سوئیت 424، شرق باران, سیستان و بلوچستان 8057",AB+,,3,2024-04-01
197,4885015561,فرهاد,دهقان,2017-05-08,مرد,09702727857,"863 نیلوفری خیابان، روستای عرفان, قزوین 0043973598",,,1,2024-09-04
198,8495880393,علی,مرادی,1975-07-14,مرد,09682996291,"7212 آرش دره، شمال علی, سمنان 4229405720",,,3,2024-06-04
199,0461735741,پگاه,کریمی,2006-01-29,زن,09780782357,"094 حسنی بزرگ راه سوئیت 583، شهرستان هلیا, تهران 886153",,,,2023-10-19
200,5218230766,وحید,کریمی,2020-02-27,مرد,09570184094,"5439 عقیلی کوچه سوئیت 573، شمال احسان, قزوین 164840",B-,,2,2023-11-02
201,4485714225,نسرین,اکبری,1943-11-11,زن,09854249321,"0435 مهسا چهار راه سوئیت 133، غرب زهرا, مازندران 207",AB-,,1,2026-06-21
202,2070160165,دلارام,شریفی,1962-10-08,زن,09817921717,"10248 محمدجواد بلوار، روستای امیر علی, مرکزی 650618",O-,,2,2025-08-01
203,2945625571,الهام,عباسی,2009-02-09,زن,09599281615,"901 اشتری دره، استان رقيه, گیلان 76607",A-,,5,2026-04-10
204,7696393820,آرش,پارسا,1977-05-01,مرد,09583219719,"68424 محمد پور میدان، شمال اسما, گلستان 8143536822",AB-,,,2026-01-02
205,7246191968,افسانه,رستمی,2013-06-21,زن,09022784699,"431 مهدي خیابان، استان عباس, کردستان 14139",B-,,,2024-10-22
206,5494651908,داریوش,رضایی,2004-03-11,مرد,09085140369,"2314 یاسمین آزاد راه واحد 759، باغات حدیث, کرمانشاه 62053",AB-,,4,2023-12-09
207,6683272387,کیمیا,قاسمی,1967-06-01,زن,09201027621,"5257 پویان بزرگ راه واحد 781، استان ابوالفضل, گیلان 28341",O+,,,2025-03-16
208,9692786870,نازنین,سلطانی,1965-10-13,زن,09846895009,"099 نعمتی بن بست، شهرستان رها, همدان 5639",AB-,آسپرین,1,2023-08-19
209,2847818911,افسانه,مرادی,2010-08-22,زن,09807787956,"8816 اشتری کوچه، باغات اميررضا, تهران 2722992750",AB+,,1,2025-05-04
210,9494079299,مهسا,موسوی,2017-03-12,زن,09442944401,"14530 یوسف بزرگ راه واحد 770، استان هانيه, اصفهان 4498926659",B+,,3,2026-04-22
211,2437280510,احمد,سعیدی,2000-11-29,مرد,09239504102,"3865 صنایعی تونل سوئیت 827، جنوب یلدا, سمنان 2225",O-,,,2025-11-26
212,8366742865,کیمیا,حسینی,1963-02-05,زن,09185694544,"5177 مهدیان چهار راه، شمال فاطمه, اردبیل 9922",,,,2025-05-11
213,9673938520,مهسا,جعفری,2022-07-01,زن,09753443009,"24286 حسام تقاطع، جنوب سبحان, همدان 236929",B-,,1,2023-08-28
214,1192692128,نگار,غفاری,2010-09-14,زن,09542140665,"57991 الناز جزیره سوئیت 103، شرق ابوالفضل, اصفهان 7990",,,,2026-02-17
215,4271739626,سامان,فرهادی,1965-04-29,مرد,09101194707,"2980 دادفر کوه، شمال سينا, مازندران 7659",A+,,,2024-03-08
216,6425690879,سپیده,دهقان,2011-11-04,زن,09198554601,"47314 شادروان بن بست سوئیت 098، شهرستان اسما, کهگیلویه و بویراحمد 5651",AB-,آسپرین,3,2024-11-08
217,3280634611,امیر,حسینی,2009-09-18,مرد,09309376184,"944 نامور بزرگ راه واحد 636، شرق نازنين, همدان 49562",O-,,1,2026-01-16
218,0505061384,فاطمه,امینی,2000-10-17,زن,09707903202,"2138 رودگر آزاد راه، شرق امیر علی, آذربایجان شرقی 279",AB+,,,2024-11-23
219,1792911173,حامد,بهرامی,2012-04-25,مرد,09519825309,"43519 رضا جزیره، باغات محمدمهدي, سیستان و بلوچستان 0277038430",A-,لاتکس,4,2025-12-23
220,2582739022,مریم,احمدی,1972-05-28,زن,09021946723,"053 الینا پل، روستای کيانا, گلستان 938011",AB+,,,2023-09-05
221,6329092796,احمد,شریفی,1982-02-17,مرد,09181958837,"4393 رسولی کوچه واحد 268، شهرستان مریم, سیستان و بلوچستان 18489",,,3,2025-12-08
222,0312772203,مهناز,مقدم,1994-01-01,زن,09010822078,"9735 مجتبوی جاده سوئیت 714، روستای عرفان, خراسان شمالی 5658",B-,,5,2024-12-30
223,9563531531,یاسمن,افشار,1995-01-31,زن,09062397265,"41651 طاها آزاد راه واحد 394، استان محدثه, یزد 3343",B-,,3,2024-10-28
224,3520904217,وحید,باقری,1999-02-16,مرد,09929831687,"95211 محمدحسين تونل، شهرستان ریحانه, همدان 95794",,,,2024-10-27
225,7740633569,محمد,حسینی,2000-10-20,مرد,09780686717,"463 محیا کوه، شهرستان یسنا, کرمان 271875",A-,,1,2023-08-14
226,6325431073,پویا,قاسمی,1961-10-31,مرد,09625701658,"369 آيلين بزرگ راه، شرق عباس, زنجان 4795",O+,,,2023-09-22
227,9893195081,وحید,حسینی,2014-06-11,مرد,09552818325,"6365 رسولی جنب، شرق علی اكبر, ایلام 3143866322",A-,,5,2025-09-26
228,3355486401,شادی,میرزایی,1957-12-07,زن,09847951371,"67288 رودگر تونل، بندر یاسین, خراسان 120347",B+,,,2026-07-17
229,1124127232,آرش,سعیدی,1983-01-13,مرد,09043103856,"545 عقیلی جنب واحد 061، استان ابوالفضل, خراسان جنوبی 9824558771",AB-,,5,2024-04-30
230,8774924249,رویا,باقری,1984-07-20,زن,09928422223,"2256 احمدی پل سوئیت 535، استان ياسمين, سمنان 6475987622",AB-,,4,2024-06-02
231,4523805520,زهرا,بهرامی,1999-11-10,زن,09727520885,"341 مائده جزیره، غرب ثنا, همدان 0068114921",AB+,,3,2025-04-12
232,9297517021,رضا,طاهری,2017-01-12,مرد,09093983430,"34722 سارا خیابان واحد 577، شهرستان حسین, ایلام 2997968845",O-,,1,2024-10-28
233,8637599801,علی,عباسی,2002-01-03,مرد,09554781376,"74564 رقيه کوچه، شهرستان پارسا, ایلام 47807",,,4,2025-08-30
234,6299123478,آرش,یوسفی,1978-07-13,مرد,09628792326,"64930 خسروجردی کوه واحد 632، روستای يسنا, زنجان 638",O-,سولفانامید,3,2025-09-11
235,9478730029,شادی,سلطانی,1960-06-17,زن,09014719597,"846 هلیا چهار راه سوئیت 417، بندر محمدامين, یزد 5020",AB+,,4,2025-03-15
236,1589042905,سمیرا,نجفی,2003-02-08,زن,09504481832,"44270 نازنین میدان، دهستان مبينا, قم 475705",,,2,2024-07-03
237,8554451899,شادی,نجفی,2002-11-17,زن,09521328338,"46187 یاسمین جنب، شمال هانیه, خوزستان 730371",A-,,1,2025-03-02
238,1207545279,حامد,صادقی,1977-05-19,مرد,09322342321,"4520 باران تونل واحد 350، غرب ريحانه, مازندران 02491",A-,سولفانامید,4,2025-04-18
239,6031089076,مهناز,صادقی,2012-03-05,زن,09939325012,"09792 نعمتی پل، شرق علیرضا, گیلان 5005281273",,,,2023-08-25
240,9552893895,لیلا,باقری,2018-11-08,زن,09801387592,"3065 باران خیابان واحد 784، جنوب ایلیا, چهارمحال و بختیاری 5574982182",A-,,3,2024-10-21
241,6638361511,فاطمه,کریمی,1957-02-17,زن,09571647947,"8570 موسوی چهار راه سوئیت 959، شهر حسام, کردستان 6387829456",O+,,4,2025-03-16
242,3175207162,سپیده,رستمی,2010-06-07,زن,09121535396,"81022 ستايش دره، جنوب آیلین, اردبیل 6789940539",O+,,3,2024-05-23
243,9946579677,شادی,زارعی,1962-06-25,زن,09201017026,"71705 صارمی خیابان، شهرستان ریحانه, کردستان 13811",AB-,ید,5,2024-04-10
244,1187734772,سارا,خسروی,2018-07-20,زن,09756770028,"38392 موحد دره واحد 761، شرق عباس, گلستان 5289755855",AB+,,,2026-01-01
245,2762467195,نیما,فرهادی,1959-12-20,مرد,09796954500,"593 الناز جنب واحد 776، شمال مريم, آذربایجان غربی 2404335048",B+,,3,2024-06-19
246,9056165569,پگاه,موسوی,1989-04-14,زن,09415208507,"75224 لاهوتی بلوار، بندر حسنا, گیلان 6931572791",O+,,4,2025-05-04
247,4079056966,مهسا,مرادی,1958-06-30,زن,09294563718,"961 محمدجواد آزاد راه، روستای عرفان, البرز 9060",AB+,ید,4,2024-09-28
248,3919195418,یاسر,هاشمی,1966-05-03,مرد,09846853664,"8925 حدیث خیابان، دهستان اميرمهدي, گیلان 6462",O-,,,2025-07-15
249,8208297372,سمیرا,مقدم,1964-11-02,زن,09232466513,"79086 اشرفی جزیره واحد 227، دهستان ابوالفضل, خراسان جنوبی 9833146591",,,3,2023-12-04
250,2493631234,بهاره,غفاری,1980-12-20,زن,09032420448,"5535 هاشمی کوچه واحد 259، باغات یگانه, مرکزی 335",A+,,4,2026-04-24
251,0015941655,میلاد,توکلی,1970-06-07,مرد,09189847139,"03924 نرگس دره، دهستان محمدپارسا, آذربایجان غربی 38338",AB-,,5,2024-11-29
252,6363212340,سارا,طاهری,2012-11-28,زن,09867342575,"206 سارا چهار راه سوئیت 439، شمال محمدرضا, آذربایجان شرقی 645",,ید,1,2026-07-31
253,0348645181,اردشیر,فرهادی,1971-08-13,مرد,09413432756,"6368 مهديس تونل، شرق فاطمه, هرمزگان 0038457620",,,,2025-10-16
254,1776561244,ترانه,نوری,1978-12-26,زن,09720634591,"4384 آرمين جنب واحد 084، شرق نرگس, گلستان 1689",B-,,,2023-09-29
255,2965772421,مهدی,بهرامی,1984-05-04,مرد,09693008931,"92649 پویان میدان سوئیت 298، شرق هستي, ایلام 292518",,,2,2024-01-23
256,0696942151,پگاه,مقدم,2018-11-09,زن,09713334476,"2056 طلوعی جاده، شرق محدثه, اصفهان 2099",B-,,,2026-01-11
257,4362620443,شادی,قاسمی,1989-02-04,زن,09563669411,"330 اشرفی تونل، شهرستان پرهام, همدان 26772",A+,,2,2026-02-27
258,7599004890,نگار,باقری,1973-06-10,زن,09875721586,"06046 ياسين بن بست، غرب مهدیه, مرکزی 7573660965",A-,,2,2023-10-27
259,7456449481,پگاه,سعیدی,1979-12-07,زن,09032032074,"177 فاطمه جزیره، شهرستان امیر علی, خراسان 4764",O-,,4,2024-06-08
260,0758777124,دلارام,یوسفی,1984-05-13,زن,09993908926,"64908 آریا جاده سوئیت 812، روستای محمد طاها, قزوین 027937",,,4,2024-07-13
261,1504165918,مجید,صالحی,2009-12-15,مرد,09050975923,"2111 هدایت بزرگ راه سوئیت 868، روستای عباس, کهگیلویه و بویراحمد 259",,,3,2026-04-12
262,5018961643,الهام,خسروی,1969-07-03,زن,09642147649,"20644 تحسینی چهار راه، شرق ستايش, آذربایجان شرقی 4077780973",A-,,,2023-09-15
263,8377674998,بهاره,کریمی,1972-10-06,زن,09085732788,"6719 فاطمه جنب سوئیت 022، استان معصومه, اردبیل 0994",O-,,4,2024-08-19
264,4224386496,بهاره,جعفری,2017-11-16,زن,09794549180,"16224 سینا بزرگ راه، غرب کيان, فارس 56168",O-,لاتکس,4,2024-03-11
265,0164597794,وحید,فرهادی,1997-04-24,مرد,09168006102,"2145 سغیری بن بست سوئیت 901، دهستان رضا, سیستان و بلوچستان 954899",O-,,5,2024-08-17
266,7499564126,شیرین,دهقان,2017-08-14,زن,09236831472,"978 جهانی چهار راه، بندر یاسمین, آذربایجان شرقی 071",A+,لاتکس,,2024-08-23
267,7770793343,نوید,غفاری,2014-02-17,مرد,09679984076,"0558 زهرا بن بست واحد 414، شهرستان عباس, قزوین 155",O-,,1,2023-08-20
268,8069581468,بهرام,شریفی,1975-12-30,مرد,09757383959,"35577 اميرعباس میدان، شرق آرمين, هرمزگان 5760849588",,,4,2026-01-13
269,2466572931,هدیه,افشار,1959-06-15,زن,09167433800,"551 آتنا کوچه، روستای آرمين, تهران 9629145046",AB+,,2,2024-07-23
270,2801561932,فرشته,علوی,1987-02-20,زن,09428910771,"57438 جلیلی دره واحد 031، شهرستان زینب, همدان 2357845218",,,,2025-07-31
271,9180812139,سینا,جعفری,1982-08-17,مرد,09255213760,"076 اسما تقاطع، استان محمدپارسا, گیلان 70184",O-,,,2026-01-24
272,8214565324,آرش,مقدم,1991-06-03,مرد,09850720811,"353 فاطمياسارينا جنب واحد 714، شرق کوثر, البرز 988",O+,,2,2025-12-29
273,6060290841,نگار,شکوهی,1982-03-07,زن,09926738997,"585 ایروانی تقاطع، شرق مریم, فارس 5870207016",O+,,3,2025-07-08
274,1085628841,الهام,محمدی,1980-11-21,زن,09089434681,"6299 معین بزرگ راه، شهر فاطمه, گیلان 921717",,,,2025-07-01
275,4851017499,احمد,اکبری,1989-10-19,مرد,09449268315,"3329 شمشیری جزیره سوئیت 557، شمال ثنا, همدان 577",B-,,,2026-07-31
276,5712661101,مهسا,بهرامی,1992-12-26,زن,09988649767,"9928 امیرحسین دره واحد 814، روستای محمد, لرستان 9382",O-,,4,2024-01-10
277,2282772881,سمیرا,صادقی,1960-08-03,زن,09961159408,"53966 ضابطی بلوار سوئیت 197، باغات محمدپارسا, هرمزگان 81724",AB-,,,2024-06-20
278,5447022967,شادی,احمدی,1984-04-25,زن,09185106794,"196 جهانی خیابان، جنوب آوا, آذربایجان شرقی 2784",AB-,,,2024-08-12
279,7922877722,فرهاد,میرزایی,1968-02-01,مرد,09074120948,"35494 عبدالمالکی بزرگ راه سوئیت 909، شرق اسرا, خراسان 80085",A-,,,2024-11-22
280,9890983788,احمد,رستمی,1997-08-01,مرد,09718956907,"36965 رسولی جزیره واحد 832، شرق محدثه, کهگیلویه و بویراحمد 62422",,آسپرین,,2025-02-17
281,2608564119,رضا,امینی,1984-06-01,مرد,09462095200,"027 هنری پل، استان عرفان, هرمزگان 6927868765",A-,,4,2024-08-12
282,5461033997,مینا,مقدم,1956-02-05,زن,09861706304,"9097 سجاد جنب، شهرستان محمدجواد, کرمانشاه 097",A-,,5,2024-03-26
283,2496718322,نسرین,سعیدی,1988-11-10,زن,09007942007,"712 زنجانی پل، جنوب محمدپارسا, کردستان 9490580778",AB+,,,2025-12-18
284,6539840284,میلاد,علوی,1969-08-25,مرد,09463985547,"5442 عليرضا تقاطع واحد 079، باغات محیا, سیستان و بلوچستان 0471281442",AB-,,,2024-04-11
285,7950209704,داریوش,کریمی,1967-11-07,مرد,09180715695,"0192 متين جاده واحد 243، شرق علی اصغر, اردبیل 12927",A+,لیدوکائین,,2026-05-01
286,3703045310,محمد,یوسفی,1992-04-14,مرد,09793036149,"72395 آريا جنب سوئیت 027، دهستان رقيه, همدان 3667428604",B+,,,2026-05-11
287,9992192127,کیمیا,محمدی,1990-11-18,زن,09894870605,"580 آرین بزرگ راه واحد 945، بندر آیلین, زنجان 6739385258",O+,,5,2025-02-15
288,7758030467,شهرام,محمدی,1970-05-10,مرد,09361332541,"06181 زارعی بلوار، بندر یاسمین, اردبیل 910",A-,آسپرین,1,2025-06-19
289,9543173508,یاسر,سعیدی,1990-07-06,مرد,09911006512,"119 الناز چهار راه، شرق باران, سیستان و بلوچستان 174654",O-,ید,,2026-01-18
290,6110804665,رویا,غفاری,1990-10-10,زن,09991507859,"0665 رها جنب، دهستان هلیا, یزد 9627",A-,بی‌حسی موضعی,1,2023-08-25
291,9392845677,بهرام,رستمی,1989-06-03,مرد,09685498227,"639 حسین جنب، شمال مریم, کردستان 4707200642",AB-,,1,2023-11-02
292,8920388067,شادی,مقدم,1995-07-07,زن,09959959465,"087 سعیدی جزیره سوئیت 830، دهستان هانیه, کرمان 46015",O-,,1,2025-07-03
293,7303379339,دلارام,احمدی,1978-02-04,زن,09501508124,"4328 بهار بن بست، روستای حنانه, کرمان 173203",AB-,پنی‌سیلین,2,2024-09-27
294,3423425830,نرگس,خسروی,1990-06-22,زن,09153473552,"6184 پارسا جاده، شمال پرنيا, خراسان 06138",,,,2023-09-15
295,9611223382,فرشته,نیکنام,1965-09-27,زن,09938425304,"931 آرش میدان، استان نازنین زهرا, همدان 0320204179",,,,2024-12-16
296,9731791280,مینا,رحیمی,1972-12-04,زن,09877749690,"17993 ستايش کوه، استان كیان, قزوین 982",B-,,2,2026-07-01
297,6346692542,احمد,رستمی,2010-03-09,مرد,09078956776,"92511 ایروانی کوه، شهر پارسا, تهران 390219",O-,,4,2026-01-30
298,0273415141,رضا,رحیمی,2010-03-19,مرد,09083535444,"71002 آراد تقاطع، دهستان عليرضا, ایلام 2487",B+,,5,2024-11-12
299,4044566909,غزاله,کاظمی,2001-01-18,زن,09738987751,"90927 آرمين تقاطع، روستای اسما, خوزستان 1819",B-,,4,2024-11-12
300,3778052926,بهاره,غفاری,1956-09-17,زن,09684590902,"3403 نیایش تونل، شرق الینا, اردبیل 543",AB-,,5,2025-07-30
301,9966361863,سارا,علوی,1962-09-26,زن,09209702316,"9701 امیرمهدی چهار راه سوئیت 078، غرب ريحانه, مرکزی 9563531531",B-,,5,2025-04-18
302,1705802567,مریم,خسروی,2003-11-08,زن,09323467299,"63179 حمیدی کوه سوئیت 397، روستای النا, ایلام 354352",,,5,2025-12-07
303,7430271693,میلاد,کریمی,1957-12-28,مرد,09475469263,"2177 جلالی آزاد راه، بندر پرهام, تهران 2983168739",O+,,2,2026-03-08
304,9160324848,پدرام,علوی,1931-05-08,مرد,09151185672,"0633 سعیدی بلوار سوئیت 906، شمال محمدپارسا, اردبیل 867177",A+,,1,2026-05-10
305,7656360042,مریم,کریمی,1978-09-06,زن,09837274220,"063 حلما تقاطع، استان نازنین, آذربایجان غربی 427990",B+,,5,2026-03-11
306,6210427529,فاطمه,شکوهی,1936-11-26,زن,09164709006,"62570 بهار آزاد راه سوئیت 464، استان فاطمه زهرا, قم 850",,,3,2024-10-19
307,3310600531,محمد,نجفی,2010-09-01,مرد,09815583938,"7905 جلیلی پل سوئیت 253، استان سجاد, خراسان رضوی 5548",O+,لاتکس,1,2024-07-12
308,5520650632,افسانه,کاظمی,1987-09-15,زن,09649718924,"15577 محمدپارسا تقاطع واحد 951، دهستان سارینا, گیلان 241124",,,4,2025-08-28
309,2525715098,وحید,صادقی,1990-11-28,مرد,09436391025,"2380 کریمی میدان، شهر محمد, مرکزی 431",B-,لاتکس,1,2023-08-31
310,3975245085,فرهاد,مرادی,1984-08-01,مرد,09338033968,"569 ملکیان آزاد راه، باغات دانيال, مرکزی 492424",O-,,,2024-11-15
311,1713023210,غزاله,مقدم,1994-04-13,زن,09423362934,"4025 ترکاشوند چهار راه سوئیت 842، استان حدیث, تهران 1059",O-,,2,2026-06-08
312,4715662779,آزاده,غفاری,1965-05-31,زن,09149828246,"5238 دانيال آزاد راه واحد 257، شهرستان رقيه, البرز 672",O-,,5,2026-04-17
313,9715273238,آزاده,رحیمی,1972-12-08,زن,09674916016,"08854 تنزیلی میدان واحد 517، شرق محمدحسين, البرز 06937",,سولفانامید,,2025-11-09
314,6458750668,یاسر,امینی,2016-02-02,مرد,09497243992,"0939 کيان جنب، شمال ملیكا, مرکزی 863",A-,,4,2023-09-30
315,6918362641,پدرام,کریمی,1971-10-21,مرد,09195243640,"980 رستمی میدان واحد 565، بندر آيدا, کرمان 78137",,,1,2025-04-25
316,1168646227,سارا,سعیدی,1994-12-05,زن,09932302346,"2662 اسرا بن بست واحد 785، باغات عباس, کهگیلویه و بویراحمد 064",A-,,2,2024-08-10
317,1416141502,علی,رستمی,2008-08-03,مرد,09013806984,"792 الناز جزیره، شهرستان امیرعباس, اردبیل 94787",,,3,2023-12-07
318,9655553566,نازنین,بهرامی,1978-02-27,زن,09209184357,"24471 کریمی چهار راه، استان فاطمه, آذربایجان غربی 471",O-,,2,2024-02-25
319,0505057395,پگاه,دهقان,2010-02-10,زن,09164932898,"647 النا کوچه واحد 290، شهر آریا, ایلام 20456",O-,,,2025-12-27
320,4872717831,زهرا,باقری,2009-06-14,زن,09564347128,"4818 کيان چهار راه، باغات اميرمهدي, تهران 5544518952",O-,بی‌حسی موضعی,,2026-01-10
321,5399156687,رضا,صادقی,1991-04-20,مرد,09159319525,"457 زارع چهار راه، جنوب حدیث, خراسان شمالی 8988",,,1,2025-01-15
322,4098366551,علی,میرزایی,2003-11-16,مرد,09752437729,"1120 زارعی تقاطع واحد 279، شرق علي, فارس 132",A+,,3,2024-10-31
323,8149737464,فاطمه,نوری,2001-04-24,زن,09764208656,"2321 نیلوفری دره، شمال بنيامين, همدان 031089",AB-,,4,2024-11-06
324,1844386120,الهام,پارسا,2013-08-08,زن,09277423330,"40140 هانیه بن بست سوئیت 250، شرق علي, سمنان 5528938911",A-,,2,2025-04-17
325,6620157203,ترانه,بهرامی,1976-10-16,زن,09301367492,"342 رضا دره، شهرستان علي, همدان 92712",O+,,,2026-01-08
326,1764750111,غزاله,جعفری,1992-07-31,زن,09926764921,"3836 پارسا آزاد راه سوئیت 718، دهستان محمدعلي, کرمانشاه 80157",B+,,1,2026-04-12
327,6888718980,وحید,نوری,2005-04-24,مرد,09087510293,"7947 پارسا کوه واحد 631، استان نازنين, چهارمحال و بختیاری 716",A-,,1,2024-03-31
328,1184582602,یاسمن,افشار,1957-03-23,زن,09585988310,"26691 ثنا بزرگ راه، شهر ستايش, گلستان 367",B-,سولفانامید,2,2026-08-01
329,2983954293,مریم,فرهادی,1987-01-30,زن,09628314359,"657 صنایعی جنب سوئیت 711، دهستان علیرضا, خراسان شمالی 0101",B+,,2,2024-07-03
330,5660931413,کامران,مرادی,1968-07-15,مرد,09423401636,"69524 پارسا پل، دهستان ستايش, سیستان و بلوچستان 784858",,,1,2025-06-08
331,2849718599,پدرام,خسروی,2008-07-14,مرد,09258896792,"1675 عباسی جاده، شمال مهدیه, فارس 7624",B+,,2,2024-07-18
332,6940539670,بهاره,شکوهی,1960-12-05,زن,09341465111,"97889 تهرانی چهار راه سوئیت 647، باغات محمدحسين, کرمان 50090",,,2,2025-03-13
333,9014870681,نیما,احمدی,1956-11-30,مرد,09930685389,"9056 علی بزرگ راه واحد 650، جنوب ريحانه, فارس 1141520850",O-,,5,2026-07-29
334,3215285061,نازنین,صادقی,2006-02-16,زن,09447443096,"864 سينا تونل سوئیت 569، شهر علی اكبر, اصفهان 135785",AB+,,,2024-12-27
335,8079705097,الهام,بهرامی,2007-08-06,زن,09501673188,"6371 فاطمياسارينا جنب سوئیت 496، باغات ياسين, گیلان 1954198763",,,,2025-07-20
336,7024376546,رویا,باقری,1986-06-19,زن,09256053134,"484 ضرغامی آزاد راه، روستای كیان, زنجان 8782082973",O+,,3,2026-01-18
337,0237416786,پگاه,خسروی,2004-02-24,زن,09211022580,"896 رضا بن بست واحد 723، استان محمدعلي, فارس 651364",,,3,2025-10-30
338,6906744712,پدرام,صادقی,2000-11-21,مرد,09436371892,"9363 نیایش بن بست، جنوب هستي, هرمزگان 866032",B+,,2,2024-08-20
339,6043260931,پریسا,زارعی,1970-11-22,زن,09567086041,"44820 رودگر کوچه، غرب مهديس, فارس 651",AB+,,4,2025-04-22
340,3502000530,شادی,رحیمی,2007-12-31,زن,09541108255,"19818 جهانی پل، باغات هانیه, قزوین 96363",,,5,2024-08-16
341,8953439612,پویا,جعفری,2005-07-18,مرد,09189547382,"34764 امیرعباس بزرگ راه، شهر ماهان, مازندران 342575",B-,,3,2024-08-28
342,8557161761,امیر,عباسی,2018-05-12,مرد,09090367881,"900 باران جزیره، استان محمدامين, کرمانشاه 837",O+,,4,2025-02-15
343,6943202936,بابک,فرهادی,1957-12-30,مرد,09434481230,"4413 مهدیان چهار راه، استان محيا, لرستان 417",AB+,لاتکس,3,2026-05-31
344,2403381055,آرش,نیکنام,1979-07-04,مرد,09450053424,"6124 کيانا کوه واحد 700، استان حسین, ایلام 634",,,5,2025-01-25
345,1649837356,غزاله,غفاری,1970-05-30,زن,09527172722,"23829 وثاق جاده، شرق رها, چهارمحال و بختیاری 5431652669",O-,,2,2026-02-02
346,4042269311,مهسا,قاسمی,1961-09-23,زن,09091660100,"89317 محدثه چهار راه، روستای آرتين, مازندران 4215291086",A-,,5,2025-11-05
347,0018513271,احمد,رضایی,2000-03-05,مرد,09848100184,"33344 صیادی میدان واحد 393، استان محدثه, لرستان 6204",O+,لاتکس,1,2025-06-13
348,3662543613,هدیه,مرادی,1992-06-20,زن,09151092268,"735 اشرفی کوچه، شرق هانيه, گلستان 6694",B+,,2,2025-03-03
349,4945147541,امیر,طاهری,2011-08-06,مرد,09267711964,"005 محمدپارسا بزرگ راه، شمال باران, کهگیلویه و بویراحمد 65280",AB-,,,2024-06-03
350,2655767691,داریوش,میرزایی,1989-01-28,مرد,09788361968,"87572 محيا کوه سوئیت 415، شرق علیرضا, سمنان 64494",B-,,2,2025-12-08
